sequence,x_pri,y_pri,z_pri,rng_pri,x_sec,y_sec,z_sec,rng_sec,pri_coarse,pri_fine,sec_coarse,sec_fine
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,3,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,4,0,410985602,1341,410985602,0
1,8,8,8,0,21,4,3,0,410985602,1341,410985602,0
